LoanApproved,Age,EducationLevel,Income
0,50,1,99511
0,34,3,42625
0,57,0,65080
0,23,0,82664
0,47,3,144480
0,26,0,146100
0,23,3,94459
0,25,0,84643
0,32,0,66949
0,70,3,64042
0,54,4,86722
0,66,0,47085
0,67,1,133296
0,36,2,60750
0,19,1,109019
0,39,0,113561
0,30,3,147441
0,19,2,125871
0,43,3,28217
0,79,0,106727
0,52,2,119551
0,75,2,85790
0,38,0,25844
0,28,0,42076
0,18,4,67024
0,23,1,73410
0,18,4,38995
0,27,1,148796
0,19,4,44018
0,19,2,20309
0,28,2,76785
0,44,0,110093
0,63,0,138279
0,35,0,25140
0,61,1,72448
0,56,2,38196
0,22,4,63140
0,44,4,87809
0,79,1,31655
0,68,4,108418
0,67,3,121759
0,80,4,52902
0,31,3,84687
0,39,4,25720
0,53,0,53693
0,63,4,123620
0,27,4,44123
0,59,2,71761
0,30,3,66857
0,50,1,60534
0,69,2,147867
0,69,1,38761
0,30,0,77770
0,38,4,26371
0,28,0,91851
0,45,0,43112
0,57,2,65797
0,73,1,76709
0,54,4,112066
0,77,0,134368
0,64,2,85845
0,50,4,142120
0,30,1,30623
0,70,4,70255
0,25,2,30023
0,71,1,36071
0,28,3,58814
0,63,4,69150
0,34,2,104904
0,78,1,130616
0,47,0,91895
0,42,3,104570
0,39,2,82420
0,74,4,31063
0,56,4,139649
0,78,3,91048
0,22,0,58259
0,36,0,81901
0,51,1,149714
0,72,1,130506
0,74,0,34497
0,65,4,34446
0,33,0,138782
0,47,0,44955
0,28,1,43818
0,18,4,141542
0,46,3,91040
0,63,0,92932
0,45,3,31379
0,31,0,112487
0,73,0,28665
0,23,4,82615
0,48,1,55329
0,42,1,70909
0,23,1,39904
0,74,4,21826
0,19,3,33524
0,69,4,46186
0,58,2,87083
0,80,1,27313
0,64,1,48697
0,27,1,144439
0,20,4,121404
0,60,2,129005
0,73,1,126248
0,39,1,145862
0,68,2,144192
0,79,4,83775
0,50,2,97102
0,73,0,102939
0,57,0,109116
0,23,3,41973
0,77,3,143207
0,66,4,89521
0,72,2,119271
0,65,4,41415
0,51,1,87382
0,29,4,34677
0,57,1,84685
0,25,4,67776
0,71,3,127794
0,64,0,54119
0,37,4,104006
0,29,3,134683
0,35,0,40629
0,45,0,138311
0,35,4,30809
0,45,1,110827
0,22,4,101910
0,52,0,123065
0,45,2,81270
0,20,1,75625
0,38,2,131967
0,80,3,95553
0,20,3,66644
0,27,1,135316
0,34,4,25555
0,26,3,55954
0,40,3,85390
0,49,3,119024
0,69,3,47434
0,38,1,80453
0,29,4,145381
0,51,1,20615
0,26,3,100367
0,35,4,80109
0,45,3,64154
0,65,1,125298
0,55,4,95220
0,25,2,100990
0,25,4,44123
0,38,3,135670
0,26,0,98994
0,45,0,23532
0,23,2,126757
0,77,0,40193
0,36,3,64754
0,27,2,78227
0,25,4,65131
0,32,3,21357
0,56,2,94775
0,49,3,85075
0,74,4,27797
0,30,2,29048
0,69,3,63740
0,45,2,36706
0,41,1,43219
0,54,2,89847
0,74,1,42999
0,21,2,38329
0,39,0,53695
0,51,1,21882
0,63,2,76243
0,70,1,106202
0,77,0,111350
0,58,4,148093
0,68,0,20174
0,69,4,144208
0,34,2,101931
0,44,4,98858
0,29,0,29652
0,57,0,30346
0,77,0,37218
0,30,4,52432
0,43,4,21671
0,38,3,28062
0,72,4,120893
0,73,4,37121
0,45,4,124717
0,46,1,89484
0,62,3,34875
0,27,3,118730
0,72,2,50829
0,34,2,35339
0,41,0,27753
0,59,1,44495
0,59,0,105159
0,75,3,61918
0,21,4,144780
0,44,0,61119
0,32,0,106953
0,69,1,110736
0,25,2,30264
0,63,1,108224
0,38,4,30321
0,75,2,129974
0,77,4,50002
0,49,1,104837
0,56,3,30280
0,39,0,49041
0,61,2,108805
0,22,1,27913
0,64,0,56220
0,50,1,23232
0,77,0,126703
0,63,0,145502
0,33,3,68108
0,56,0,111279
0,19,4,109503
0,33,0,24385
0,18,3,76152
0,25,1,137647
0,69,1,76510
0,51,3,130894
0,64,3,24215
0,45,0,81114
0,31,4,124485
0,69,0,57298
0,59,3,120813
0,79,3,35991
0,56,2,100445
0,23,0,90900
0,54,4,140190
0,64,0,22140
0,37,2,104348
0,55,2,121154
0,49,2,133763
0,37,0,36832
0,40,3,100756
0,71,4,48101
0,65,2,138030
0,23,0,131548
0,63,2,94411
0,18,0,75001
0,67,0,68997
0,68,3,88297
0,61,1,139632
0,59,3,114779
0,53,0,25972
0,74,3,72913
0,22,4,106294
0,39,3,37797
0,70,4,149417
0,52,0,76349
0,69,4,122282
0,67,3,71097
0,34,3,110037
0,49,1,96693
0,42,0,118700
0,50,1,86291
0,21,4,111641
0,73,2,140996
0,46,1,81513
0,34,3,23833
0,77,0,58763
0,51,0,89807
0,65,3,107593
0,77,3,43184
0,53,1,32552
0,60,1,65993
0,20,4,98438
0,23,4,56785
0,18,4,30957
0,73,1,40137
0,44,0,128218
0,53,0,68482
0,66,4,75112
0,47,0,58515
0,28,3,37635
0,29,3,52665
0,55,4,96482
0,44,0,20993
0,76,4,129410
0,71,0,99736
0,31,2,42571
0,42,1,149485
0,55,4,24480
0,39,1,119926
0,51,1,119058
0,19,3,73475
0,80,1,89027
0,36,4,51724
0,75,4,144545
0,40,3,87356
0,44,2,133210
0,31,4,121223
0,45,1,97740
0,57,3,118668
0,77,2,127763
0,44,1,87108
0,72,0,118502
0,36,1,82994
0,57,3,125028
0,69,0,34807
0,22,0,104854
0,32,1,145120
0,36,3,146283
0,66,0,91403
0,50,1,109412
0,42,4,69759
0,34,1,86641
0,19,1,69097
0,52,0,122872
0,59,0,141491
0,50,2,143098
0,37,1,39344
0,48,1,143913
0,80,1,132931
0,40,3,127176
0,27,1,39943
0,77,2,22899
0,34,3,122673
0,51,2,54197
0,41,3,126439
0,26,4,70149
0,70,2,90149
0,35,2,98720
0,40,1,32532
0,38,3,21935
0,54,0,131214
0,25,2,117284
0,69,0,63734
0,34,2,79018
0,52,0,65517
0,74,0,82889
0,77,2,55723
0,47,4,112243
0,67,4,107019
0,61,0,57025
0,60,4,81763
0,76,2,133567
0,37,3,149416
0,19,2,130931
0,52,3,67471
0,31,1,42242
0,56,2,116526
0,30,4,77906
0,50,1,138779
0,20,4,88986
0,63,0,29216
0,70,0,23630
0,78,2,139417
0,80,2,57813
0,36,3,119544
0,44,2,132061
0,30,4,53521
0,75,1,46589
0,52,2,102284
0,79,1,46281
0,43,2,133943
0,48,2,43319
0,53,3,74697
0,70,0,129162
0,46,1,98859
0,71,0,77444
0,20,1,50434
0,25,0,96397
0,62,4,37477
0,64,3,115042
0,36,0,100407
0,32,3,79226
0,51,3,26593
0,49,3,149025
0,49,0,97166
0,66,2,58601
0,35,3,78371
0,36,4,57797
0,78,3,32794
0,71,1,96449
0,79,0,46516
0,79,2,79050
0,53,4,94584
0,74,2,55362
0,67,2,139349
0,25,4,97766
0,30,0,83742
0,63,1,94200
0,38,2,139111
0,32,4,28171
0,54,3,41660
0,78,3,69679
0,26,1,70124
0,36,4,125150
0,75,4,58869
0,40,2,98168
0,64,2,116145
0,49,0,27266
0,69,2,30464
0,36,2,71424
0,64,0,101734
0,33,1,83165
0,35,3,22601
0,51,0,32083
0,42,4,121539
0,48,1,135642
0,26,4,105754
0,41,0,50007
0,80,4,77232
0,67,3,70294
0,62,1,84451
0,65,4,91575
0,18,0,142938
0,48,2,98954
0,23,1,50340
0,71,2,58751
0,37,0,108877
0,54,1,60203
0,63,4,146802
0,31,3,95101
0,63,1,95874
0,53,0,89562
0,38,0,93593
0,32,1,129778
0,49,1,29209
0,79,4,55122
0,74,3,93284
0,27,3,127235
0,68,4,96113
0,25,1,54649
0,63,2,117099
0,69,3,87324
0,52,0,63139
0,69,1,29300
0,77,3,42057
0,71,1,52723
0,68,4,25798
0,37,1,66372
0,34,1,44810
0,77,2,94477
0,23,2,148545
0,26,0,61094
0,48,2,128702
0,27,3,105198
0,63,0,95638
0,27,2,115146
0,41,3,69661
0,52,2,22157
0,68,2,58078
0,80,1,58811
0,22,0,94379
0,55,2,100718
0,44,2,56562
0,46,1,104767
0,71,1,134541
0,53,0,130137
0,22,2,144335
0,50,3,37333
0,24,2,139010
0,60,4,95867
0,68,1,84809
0,22,4,109939
0,52,1,76792
0,59,3,54509
0,36,4,86462
0,40,4,55953
0,70,0,59165
0,30,1,113637
0,19,3,83228
0,33,2,66907
0,27,3,129341
0,63,3,148371
0,22,1,101649
0,70,4,113600
0,43,3,94667
0,65,4,72477
0,43,2,41416
0,59,3,57956
0,52,1,142012
0,55,0,106155
0,40,1,85365
0,80,3,102592
0,55,4,81021
0,21,3,47884
0,18,0,117477
0,42,4,47373
0,56,1,85810
0,69,4,59887
0,18,1,113423
0,59,3,34986
0,39,3,96315
0,52,4,54568
0,75,4,67816
0,76,1,71653
0,39,2,65346
0,63,0,66833
0,72,4,137959
0,28,2,149748
0,53,1,43827
0,47,1,119137
0,44,4,117344
0,68,4,112512
0,60,0,95979
0,56,3,37839
0,28,1,107360
0,28,2,119769
0,52,4,59889
0,77,4,138947
0,43,0,141036
0,77,2,134465
0,72,3,75026
0,66,0,132597
0,53,3,144760
0,56,0,90534
0,35,2,71069
0,68,4,86604
0,29,4,93141
0,57,0,61985
0,20,3,53854
0,25,0,50351
0,42,0,82248
0,28,3,75954
0,18,3,125179
0,60,3,69389
0,29,0,30677
0,24,4,141052
0,35,2,36342
0,32,2,123096
0,47,4,36643
0,59,1,124015
0,42,4,96379
0,27,3,60261
0,70,1,126166
0,74,2,82425
0,69,1,75927
0,70,1,52685
0,75,0,103710
0,23,3,41016
0,48,2,85788
0,77,3,71080
0,25,0,114614
0,25,0,99022
0,52,0,39642
0,56,3,47929
0,50,4,104018
0,48,4,138468
0,42,1,41499
0,59,3,79056
0,41,0,92054
0,28,2,100958
0,37,1,90048
0,78,3,129656
0,46,4,86984
0,50,0,114329
0,56,2,36521
0,54,4,132762
0,40,3,41401
0,75,2,105309
0,31,1,105555
0,77,3,99943
0,40,2,146348
0,32,1,141424
0,65,4,126844
0,56,0,142988
0,61,4,113358
0,65,0,137612
0,79,4,96589
0,75,2,53566
0,61,1,137479
0,36,0,97145
0,34,2,63534
0,60,0,34612
0,34,2,76407
0,37,1,22884
0,37,4,82630
0,51,0,97212
0,22,2,48608
0,64,0,80173
0,51,4,70439
0,30,2,133286
0,34,2,29805
0,18,1,116360
0,33,1,84600
0,33,1,148221
0,54,2,128035
0,70,1,135817
0,25,0,111017
0,59,4,109461
0,26,2,57984
0,28,2,53469
0,65,1,92362
0,52,1,76555
0,19,1,74821
0,64,3,135693
0,47,4,84104
0,76,2,83313
0,55,4,88117
0,30,1,31144
0,56,1,134079
0,57,1,76152
0,43,1,139645
0,34,4,30249
0,80,3,109167
0,79,3,105439
0,27,2,62326
0,49,0,24124
0,75,0,39448
0,61,4,68051
0,29,1,89280
0,77,3,104911
0,20,1,42524
0,59,2,128054
0,51,2,41104
0,42,2,142036
0,30,4,59471
0,72,4,61008
0,43,2,123054
0,31,0,32132
0,38,0,68000
0,57,4,74641
0,30,1,91341
0,64,3,27358
0,72,1,122316
0,68,4,71414
0,39,1,97116
0,37,0,144924
0,18,0,37040
0,62,2,111921
0,26,4,149420
0,54,3,103028
0,72,2,128555
0,19,4,45457
0,76,4,70270
0,76,0,67457
0,20,2,133298
0,45,3,39442
0,23,1,112381
0,32,1,89791
0,30,1,29179
0,61,3,67459
0,76,2,54590
0,55,2,102915
0,24,0,46065
0,29,1,90492
0,67,1,44539
0,46,0,80690
0,35,3,120378
0,70,3,99620
0,34,3,90821
0,49,1,28749
0,32,0,93283
0,24,4,35939
0,32,2,37744
0,68,0,86642
0,63,3,112901
0,22,2,29435
0,34,1,35658
0,45,1,141531
0,19,2,121334
0,75,4,108210
0,51,0,72153
0,39,1,68875
0,18,2,90036
0,73,4,51098
0,39,2,54859
0,23,3,92196
0,67,4,34031
0,47,3,107883
0,80,0,119344
0,54,4,145384
0,69,2,42997
0,38,2,107573
0,79,3,78806
0,74,3,94677
0,25,4,119751
0,61,1,134374
0,44,2,144605
0,72,2,47480
0,32,4,38999
0,19,4,140269
0,57,1,35278
0,49,2,33040
0,40,1,64720
0,61,1,106496
0,73,2,122950
0,56,0,79830
0,64,4,49245
0,40,2,129392
0,74,1,122021
0,33,0,39692
0,51,3,131046
0,26,0,80929
0,59,4,38761
0,54,0,51195
0,73,0,44916
0,54,3,109159
0,63,0,77313
0,32,4,93735
0,32,1,112616
0,32,0,66333
0,76,0,52475
0,38,1,135322
0,26,0,133289
0,73,4,143812
0,36,1,44836
0,24,0,101852
0,35,2,140147
0,73,1,133723
0,52,2,62527
0,25,0,68291
0,24,4,52955
0,53,3,121398
0,29,3,22498
0,72,3,83199
0,60,4,142419
0,36,2,105279
0,48,4,89273
0,50,4,141059
0,54,3,107005
0,37,0,129597
0,57,0,49776
0,52,1,88958
0,42,0,78853
0,71,3,94635
0,36,4,55297
0,25,2,103540
0,46,1,146274
0,21,3,66207
0,47,1,97357
0,29,1,83765
0,28,3,37828
0,38,4,103054
0,54,4,72098
0,30,4,38094
0,50,1,26367
0,37,2,31293
0,73,2,109879
0,60,1,44516
0,42,0,24546
0,42,3,91554
0,65,3,103317
0,41,4,130524
0,39,4,33472
0,24,3,88515
0,24,4,52716
0,77,4,83133
0,26,4,85070
0,47,3,85103
0,23,4,45628
0,70,2,105532
0,54,3,114894
0,68,4,26732
0,49,2,106314
0,53,2,106807
0,36,2,110410
0,52,4,47527
0,20,4,117026
0,31,3,75845
0,41,0,115814
0,35,2,79303
0,73,1,59069
0,36,4,66023
0,54,1,50182
0,72,3,36202
0,64,2,96943
0,76,2,107851
0,23,3,34464
0,79,3,146290
0,51,1,79057
0,55,4,139992
0,36,4,76318
0,56,4,127960
0,60,1,85039
0,42,1,137713
0,50,4,22202
0,76,3,96309
0,29,0,21626
0,32,3,47578
0,35,2,129692
0,69,1,144836
0,28,3,45259
0,70,2,96805
0,56,3,145483
0,38,4,127769
0,29,0,142038
0,70,4,56813
0,38,0,46578
0,44,4,28019
0,70,0,145331
0,55,0,93815
0,70,0,79187
0,59,2,90726
0,52,3,44512
0,58,1,74946
0,51,0,75860
0,75,4,45057
0,71,2,43998
0,78,4,143292
0,76,0,50062
0,48,2,27050
0,50,2,20075
0,35,2,39037
0,44,0,91213
0,58,0,148521
0,76,1,33035
0,54,2,112271
0,66,2,43947
0,77,0,95454
0,52,2,130533
0,80,1,128311
0,26,3,89008
0,21,4,137324
0,78,2,73350
0,79,0,125937
0,32,3,20446
0,78,3,33352
0,54,0,76630
0,80,4,101159
0,57,0,147130
0,43,4,115556
0,29,1,66255
0,72,0,97753
0,62,4,127179
0,28,0,112113
0,35,2,78027
0,25,3,141008
0,19,3,74766
0,63,2,77310
0,38,0,131891
0,49,3,88628
0,31,1,110505
0,50,0,126213
0,56,1,140090
0,45,2,124109
0,48,1,132297
0,34,0,137541
0,41,1,21882
0,22,1,22221
0,20,1,95307
0,66,2,88301
0,21,0,118187
0,80,1,130411
0,43,1,136709
0,37,0,26521
0,76,2,79525
0,34,0,81493
0,37,0,126874
0,29,4,145390
0,44,3,25505
0,67,4,132379
0,49,3,21185
0,54,1,82231
0,39,0,55768
0,68,4,58571
0,26,0,47449
0,39,4,139949
0,38,0,88409
0,78,2,143800
0,67,3,105463
0,53,1,97781
0,67,0,111375
0,46,0,105340
0,24,4,28472
0,76,3,101613
0,40,0,147206
0,63,1,141129
0,56,2,60102
0,67,3,42082
0,75,2,97849
0,55,4,146967
0,69,3,45682
0,47,0,65631
0,60,2,118587
0,69,2,74472
0,29,2,68303
0,33,2,42373
0,42,3,68103
0,42,4,121533
0,36,4,44432
0,43,1,93970
0,42,3,103482
0,30,2,58606
0,56,2,112159
0,74,2,44835
0,44,2,80810
0,36,2,149054
0,42,0,137167
0,63,1,126950
0,41,3,80864
0,28,4,68455
0,55,4,79577
0,36,4,134944
0,39,4,36876
0,63,0,45996
0,23,1,54022
0,51,0,103874
0,37,4,137623
0,34,4,100295
0,22,2,98894
0,32,4,25634
0,21,2,93792
0,23,0,142718
0,59,2,138238
0,51,0,87119
0,69,1,35745
0,57,2,126607
0,40,1,105202
0,53,1,98754
0,37,2,37968
0,80,0,96333
0,70,4,144930
0,65,1,147077
0,79,3,144719
0,24,0,34618
0,65,3,90455
0,18,4,128317
0,61,1,126693
0,19,0,140797
0,35,2,102622
0,25,3,118296
0,51,3,71034
0,75,1,87718
0,43,0,114696
0,25,3,127435
0,48,3,101553
0,78,3,34248
0,18,1,137589
0,48,2,61917
0,48,3,101183
0,53,1,129492
0,79,1,30858
0,22,3,56871
0,34,4,83922
0,19,0,64402
0,79,0,104831
0,34,4,61784
0,56,4,123887
0,74,3,59558
0,26,1,88784
0,47,4,37869
0,72,0,63288
0,36,4,84623
0,69,0,80898
0,38,0,55502
0,53,4,95192
0,43,0,81482
0,29,0,121781
0,37,4,121470
0,34,1,124737
0,68,1,125234
0,73,4,149064
0,37,1,136929
0,43,0,125957
0,24,2,135194
0,57,3,146512
0,79,3,80636
0,54,2,133125
0,73,1,104094
0,73,4,57673
0,50,0,132995
0,23,0,142173
0,47,1,33438
0,39,2,21830
0,29,3,32565
0,71,0,122622
0,76,3,41395
0,19,4,50803
0,46,2,48953
0,60,0,133406
0,76,3,51669
0,25,4,88919
0,56,0,53234
0,18,3,104002
0,68,3,95247
0,76,2,31476
0,67,4,69898
0,58,1,118246
0,29,4,85849
0,74,4,116179
0,58,0,108471
0,69,0,48182
0,71,0,58306
0,54,1,69285
0,64,0,126990
0,18,0,85553
0,77,1,37923
0,45,4,104440
0,48,2,80289
0,25,0,56868
0,42,0,102803
0,78,2,72364
0,43,3,68560
0,18,0,129524
0,55,4,73696
0,57,2,111128
0,67,4,79099
0,60,1,68730
0,40,3,136715
0,70,4,133854
0,75,4,123325
0,50,4,54350
0,57,1,33206
0,63,1,89812
0,80,0,84100
0,61,4,73388
0,78,3,74236
0,31,1,117377
0,47,0,122507
0,22,2,126703
0,50,2,37530
0,43,2,85226
0,18,1,74882
0,58,0,133227
0,58,1,48551
0,34,1,130824
0,43,0,92554
0,30,1,127895
0,27,0,76350
0,54,1,29490
0,32,0,134429
0,33,0,110675
0,29,4,53446
0,36,4,98824
0,18,3,73225
0,39,3,46947
0,27,3,99270
0,57,3,133507
0,56,4,62090
0,22,1,140388
0,42,1,29752
0,77,2,48158
0,39,3,111688
0,59,1,136990
0,48,2,92527
0,52,4,149769
0,23,0,145051
0,57,4,41431
0,57,2,63960
0,35,2,125754
0,30,0,135917
0,37,0,58175
0,73,3,134763
0,23,0,100306
0,26,4,98100
0,39,4,98377
0,27,2,81117
0,44,2,114773
0,58,0,54411
0,62,4,149040
0,19,3,59159
0,54,0,73827
0,64,2,95605
0,40,1,60794
0,24,0,53316
0,80,3,31396
0,30,2,100289
0,67,0,68736
0,77,3,108087
0,41,0,72515
0,39,4,64580
0,63,0,91753
0,30,0,72371
0,42,2,101692
0,48,0,94779
0,31,1,74437
0,59,4,54984
0,39,4,55793
0,27,2,82297
0,66,4,27102
0,31,2,38028
0,47,4,71545
0,32,3,32321
0,76,0,92040
0,64,4,26943
0,31,2,90621
0,37,1,76600
0,37,1,104113
0,52,0,41241
0,23,3,58036
0,56,0,135068
0,43,4,110181
0,50,4,107030
0,40,2,67961
0,49,2,22095
0,47,4,84748
0,32,2,73055
0,39,4,52556
0,40,4,71473
0,38,3,23548
0,48,2,35861
0,34,4,134091
0,29,4,74989
0,31,0,85300
0,27,2,142146
0,32,2,25279
0,62,1,132028
0,72,4,21915
0,73,4,117131
0,49,4,111465
0,55,4,58556
0,28,3,61686
0,68,3,49771
0,80,4,47134
0,64,3,136764
0,41,2,81107
0,28,1,129371
0,71,0,49203
0,73,0,132632
0,30,3,129019
0,38,0,38321
0,74,0,38305
0,22,0,146305
0,24,3,58230
0,66,3,68384
0,38,2,64961
0,75,1,41670
0,29,3,52029
0,40,4,69384
0,37,2,122664
0,33,1,141892
0,19,1,28060
0,21,0,111812
0,38,0,112766
0,63,0,49591
0,78,2,62568
0,27,3,138366
0,80,4,80283
0,32,0,65174
0,41,2,26200
0,30,0,99841
0,67,1,55465
0,45,3,50634
0,38,4,32717
0,54,4,33086
0,53,1,47427
0,22,0,147788
0,73,3,136601
0,66,1,114913
0,32,3,95111
0,79,1,139042
0,66,4,54396
0,43,4,121000
0,62,3,130098
0,46,0,45269
0,79,4,80566
0,69,4,141629
0,70,1,58516
0,29,0,133640
0,48,0,86039
0,66,0,25034
0,29,4,149701
0,42,1,87670
0,33,4,66933
0,63,1,136947
0,19,1,112994
0,48,4,68403
0,79,3,33747
0,46,2,90402
0,59,1,100787
0,56,4,87883
0,55,3,116413
0,49,2,102097
0,36,0,42869
0,58,3,52460
0,20,2,96282
0,70,3,137133
0,50,1,39183
0,36,0,122366
0,61,0,69073
0,58,4,45501
0,64,2,84439
0,28,1,140169
0,19,2,110412
0,31,3,79195
0,50,1,128324
0,34,2,58036
0,65,1,87841
0,23,1,93056
0,69,0,90308
0,65,0,80039
0,23,1,112042
0,71,0,137768
0,20,1,93328
0,28,3,132703
0,68,0,124410
0,67,2,71342
0,74,0,139181
0,46,0,96687
0,22,1,142241
0,43,1,79341
0,67,4,97536
0,78,4,133134
0,31,4,23223
0,26,0,109981
0,30,2,126755
0,59,0,147476
0,39,3,123209
0,40,2,132649
0,28,3,68635
0,78,4,62001
0,19,2,22194
0,35,1,142015
0,23,1,91381
0,43,3,115165
0,66,3,32386
0,79,4,126734
0,66,2,25407
0,21,0,129830
0,59,2,51287
0,72,1,98415
0,31,0,149406
0,72,4,102566
0,76,0,41503
0,33,3,83842
0,48,4,64080
0,70,2,106975
0,24,2,77990
0,62,1,89680
0,18,1,87248
0,29,3,85260
0,79,3,47887
0,21,4,120816
0,65,2,121238
0,35,2,116626
0,56,0,108870
0,72,4,141400
0,42,1,54637
0,62,4,96617
0,59,1,43235
0,75,4,113656
0,41,1,56602
0,75,1,131406
0,23,2,113916
0,60,0,30420
0,66,0,60780
0,58,2,61390
0,68,4,38711
0,38,3,92766
0,56,3,65699
0,74,2,95689
0,35,2,21588
0,72,2,105810
0,28,2,129938
0,37,0,33232
0,36,3,122052
0,34,0,64232
0,24,3,71822
0,71,3,55489
0,36,4,81225
0,68,1,99808
0,42,2,70649
0,32,0,35026
0,47,1,129538
0,57,2,83189
0,18,0,45442
0,60,4,87844
0,29,3,24918
0,24,0,131597
0,25,4,72424
0,77,1,58811
0,41,2,91982
0,67,2,99543
0,49,3,86335
0,44,3,56466
0,48,3,141890
0,52,4,112847
0,68,0,132542
0,21,2,46986
0,22,1,130571
0,31,4,30324
0,42,0,30083
0,27,4,106301
0,54,3,148639
0,57,0,104993
0,75,4,40347
0,52,0,148116
0,60,2,52906
0,36,2,113896
0,18,2,147460
0,42,0,55896
0,26,4,111797
0,51,4,92121
0,30,0,119694
0,74,3,41673
0,41,0,77739
0,40,4,111676
0,37,3,147222
0,64,0,139537
0,39,2,44243
0,25,2,130459
0,38,4,85550
0,73,4,27987
0,80,2,136785
0,44,3,38539
0,64,0,78401
0,63,0,43428
0,58,3,81669
0,19,1,77464
0,76,1,130052
0,43,0,56157
0,69,2,100078
0,54,3,39652
0,62,3,79336
0,38,4,44520
0,41,3,121867
0,41,4,85119
0,50,4,121182
0,69,0,114963
0,42,0,120310
0,78,3,80682
0,70,2,64923
0,75,3,116625
0,66,0,57713
0,45,1,136406
0,58,3,135920
0,74,4,102520
0,21,1,31033
0,80,2,31651
0,62,0,37081
0,28,4,98634
0,69,0,127228
0,19,1,91910
0,23,4,75004
0,74,3,44057
0,76,3,64743
0,64,2,104532
0,53,2,51901
0,43,2,25055
0,67,0,23881
0,61,3,40572
0,19,0,112572
0,55,1,70050
0,73,4,111343
0,71,4,96213
0,35,3,125309
0,65,1,35610
0,65,0,128625
0,61,0,107308
0,71,4,139807
0,59,1,91237
0,43,1,117494
0,80,4,60167
0,30,0,89283
0,27,2,119392
0,66,1,51176
0,41,0,137189
0,59,2,83021
0,35,3,62110
0,78,2,138402
0,62,1,60331
0,58,4,57393
0,65,4,40514
0,70,4,41724
0,55,0,86800
0,46,4,20422
0,51,2,25793
0,40,2,142884
0,20,4,110999
0,48,4,136619
0,33,2,149916
0,50,3,30490
0,31,1,56515
0,35,4,36288
0,56,2,21997
0,28,4,27246
0,48,2,138183
0,31,2,137725
0,23,4,118386
0,47,1,116496
0,20,2,75745
0,24,2,53013
0,50,4,127015
0,41,0,47702
0,69,2,37684
0,67,4,102317
0,51,0,91930
0,30,0,27541
0,49,0,147308
0,77,4,50605
0,64,0,116795
0,26,0,64880
0,28,3,130845
0,31,4,111893
0,37,3,141481
0,63,0,44542
0,27,3,140695
0,55,1,81935
0,18,2,119481
0,24,1,47405
0,43,3,21635
0,19,1,92344
0,23,1,28407
0,29,0,69430
0,23,3,43371
0,72,0,105422
0,40,0,93130
0,33,4,69661
0,68,2,69945
0,63,1,59005
0,77,1,81044
0,62,4,87051
0,43,1,27175
0,24,1,69006
0,57,4,89098
0,50,0,146998
0,64,1,65473
0,41,4,124630
0,46,4,59294
0,59,1,147574
0,76,0,112268
0,46,1,86349
0,57,1,103391
0,32,4,52557
0,65,1,29454
0,77,3,41309
0,27,4,61651
0,19,4,82965
0,19,3,84693
0,49,3,64249
0,45,1,127024
0,39,3,104116
0,31,0,142284
0,73,0,45116
0,39,1,94346
0,34,4,87655
0,44,1,145032
0,24,2,25433
0,67,4,120465
0,80,3,47774
0,55,4,32325
0,31,4,62568
0,67,2,128329
0,25,1,38286
0,73,1,70247
0,56,0,64921
0,67,1,30213
0,70,1,47799
0,79,2,39890
0,47,4,85550
0,68,2,62760
0,36,2,136931
0,78,2,125584
0,60,4,89162
0,57,0,57476
0,20,3,89124
0,41,3,31582
0,25,4,119842
0,21,3,114282
0,21,4,85758
0,30,1,104881
0,29,0,140795
0,36,3,117857
0,29,2,46561
0,48,3,35036
0,35,0,137061
0,31,0,29599
0,78,4,58735
0,65,4,70492
0,76,0,90697
0,33,2,80898
0,77,4,33963
0,43,1,149105
0,77,4,142200
0,36,0,113755
0,62,2,115723
0,22,2,78198
0,28,1,29206
0,55,3,99948
0,47,2,38342
0,70,0,138310
0,75,4,120112
0,18,0,72012
0,75,0,131045
0,44,4,138923
0,31,2,132862
0,63,0,144546
0,64,0,86766
0,72,3,72759
0,18,0,57476
0,79,3,48650
0,21,3,52888
0,21,3,143600
0,43,0,96792
0,59,1,76037
0,75,0,46287
0,39,0,140871
0,78,4,44713
0,74,1,136902
0,19,4,52572
0,35,3,20323
0,41,1,116565
0,78,4,127092
0,25,2,82521
0,21,2,36628
0,25,0,87312
0,70,1,100522
0,73,1,148216
0,80,1,99993
0,77,0,58785
0,38,1,34594
0,48,1,134746
0,80,0,117069
0,49,1,32462
0,30,1,30028
0,29,0,24894
0,71,3,134303
0,55,0,46164
0,49,1,103715
0,40,4,52420
0,50,2,87437
0,73,2,142305
0,45,2,141086
0,42,2,27226
0,49,3,70232
0,55,1,24493
0,46,3,112231
0,55,4,120767
0,45,1,34623
0,63,3,29627
0,58,4,46226
0,42,2,53922
0,19,1,93145
0,46,0,100319
0,49,1,69772
0,32,3,49214
0,39,3,125858
0,72,0,72220
0,33,1,91704
0,70,2,20371
0,33,0,101648
0,30,4,119537
0,44,0,26931
0,74,0,110125
0,54,1,40453
0,60,0,65246
0,77,0,142046
0,47,3,108566
0,51,2,66271
0,37,3,105911
0,43,1,78443
0,18,4,30355
0,34,4,106296
0,51,0,69897
0,61,1,61543
0,42,2,71706
0,62,2,76819
0,28,0,68367
0,55,2,107041
0,56,4,123012
0,41,3,127313
0,75,0,110561
0,41,0,132409
0,49,0,21436
0,39,2,62740
