CustomerID,Age,Gender,Product,PurchaseAmount,Country
CUST01209,42,Female,Monitor,676.85,Germany
CUST01210,78,Unspecified,Laptop,365.0,Japan
CUST01211,45,Female,Laptop,865.53,Germany
CUST01212,34,Unspecified,Tablet,1904.05,France
CUST01213,22,Female,Smartphone,2050.43,Japan
CUST01214,71,Male,Keyboard,2898.19,Brazil
CUST01215,63,Female,Monitor,2784.6,Australia
CUST01216,67,Unspecified,Smartwatch,2256.61,UK
CUST01217,78,Unspecified,Camera,101.72,India
CUST01218,52,Female,Smartwatch,698.95,UK
CUST01219,40,Unspecified,Smartwatch,2078.87,India
CUST01220,75,Male,Smartphone,2982.67,Brazil
CUST01221,50,Male,Keyboard,331.82,Brazil
CUST01222,37,Male,Smartphone,792.56,USA
CUST01223,34,Male,Smartwatch,1205.26,Australia
CUST01224,80,Male,Tablet,1361.49,Japan
CUST01225,59,Female,Keyboard,2089.61,France
CUST01226,63,Male,Speaker,287.48,South Africa
CUST01227,45,Female,Keyboard,2463.81,Canada
CUST01228,46,Female,Smartwatch,428.36,Australia
CUST01229,31,Female,Mouse,66.81,USA
CUST01230,41,Female,Monitor,1587.44,Australia
CUST01231,63,Unspecified,Headphones,2960.87,South Africa
CUST01232,46,Male,Keyboard,1652.25,Germany
CUST01233,60,Unspecified,Laptop,1851.68,Australia
CUST01234,72,Unspecified,Monitor,2547.37,Japan
CUST01235,21,Male,Camera,1029.49,Germany
CUST01236,32,Female,Mouse,1049.41,Germany
CUST01237,34,Unspecified,Headphones,2767.38,Canada
CUST01238,33,Female,Smartwatch,683.82,Brazil
CUST01239,49,Male,Smartphone,36.38,France
CUST01240,36,Female,Mouse,1731.4,Japan
CUST01241,74,Male,Camera,1239.28,Japan
CUST01242,59,Female,Speaker,676.14,Canada
CUST01243,54,Female,Monitor,2556.65,India
CUST01244,65,Unspecified,Monitor,2677.16,Australia
CUST01245,70,Male,Laptop,1155.5,Australia
CUST01246,42,Unspecified,Laptop,1472.06,Brazil
CUST01247,63,Male,Smartphone,2861.53,France
CUST01248,65,Unspecified,Keyboard,1921.87,USA
CUST01249,27,Male,Speaker,218.07,Canada
CUST01250,49,Male,Speaker,2046.27,France
CUST01251,40,Male,Smartphone,2007.49,India
CUST01252,57,Unspecified,Laptop,1280.06,Brazil
CUST01253,68,Male,Laptop,2915.63,France
CUST01254,75,Female,Tablet,1992.31,South Africa
CUST01255,51,Unspecified,Laptop,107.13,Japan
CUST01256,80,Female,Camera,581.05,India
CUST01257,75,Female,Monitor,122.7,South Africa
CUST01258,44,Male,Smartwatch,82.66,Japan
CUST01259,66,Female,Laptop,1096.41,France
CUST01260,69,Male,Smartwatch,2400.04,USA
CUST01261,50,Male,Camera,2494.39,France
CUST01262,44,Unspecified,Monitor,599.08,Brazil
CUST01263,36,Female,Laptop,2657.18,UK
CUST01264,21,Unspecified,Laptop,2108.64,India
CUST01265,34,Female,Laptop,775.44,Germany
CUST01266,53,Female,Smartphone,407.23,USA
CUST01267,75,Male,Monitor,2089.34,France
CUST01268,75,Female,Monitor,335.87,France
CUST01269,49,Male,Speaker,2537.89,Japan
CUST01270,51,Female,Tablet,499.76,South Africa
CUST01271,65,Male,Monitor,1942.21,Japan
CUST01272,69,Male,Headphones,2412.85,UK
CUST01273,74,Female,Monitor,2896.06,Brazil
CUST01274,58,Female,Monitor,1855.35,Australia
CUST01275,79,Unspecified,Smartphone,2425.16,South Africa
CUST01276,33,Unspecified,Speaker,884.31,USA
CUST01277,45,Female,Smartwatch,2753.75,UK
CUST01278,52,Female,Smartphone,282.79,Germany
CUST01279,39,Unspecified,Headphones,1821.01,Japan
CUST01280,68,Male,Laptop,1383.99,Brazil
CUST01281,30,Unspecified,Tablet,1001.93,UK
CUST01282,63,Unspecified,Smartphone,1859.42,UK
CUST01283,55,Unspecified,Speaker,596.55,Japan
CUST01284,20,Unspecified,Mouse,2059.25,Japan
CUST01285,68,Female,Speaker,20.37,India
CUST01286,62,Male,Camera,1122.52,France
CUST01287,51,Male,Camera,2387.73,South Africa
CUST01288,62,Unspecified,Smartphone,1229.13,Japan
CUST01289,76,Unspecified,Laptop,452.33,UK
CUST01290,50,Male,Camera,136.3,USA
CUST01291,40,Unspecified,Laptop,483.74,Japan
CUST01292,21,Male,Monitor,2493.24,India
CUST01293,50,Unspecified,Headphones,1801.43,Japan
CUST01294,29,Female,Laptop,911.99,South Africa
CUST01295,60,Unspecified,Tablet,2021.11,Australia
CUST01296,78,Female,Laptop,1081.93,Canada
CUST01297,74,Unspecified,Smartphone,1210.9,Brazil
CUST01298,35,Unspecified,Smartwatch,270.39,Canada
CUST01299,62,Female,Laptop,1333.07,Canada
CUST01300,51,Male,Tablet,1593.66,India
CUST01301,64,Male,Tablet,1975.82,Germany
CUST01302,25,Female,Monitor,1068.01,India
CUST01303,74,Male,Mouse,200.18,UK
CUST01304,80,Unspecified,Mouse,2109.61,France
CUST01305,32,Unspecified,Smartwatch,304.25,Canada
CUST01306,34,Female,Keyboard,434.42,Australia
CUST01307,30,Male,Smartphone,2156.12,Brazil
CUST01308,48,Female,Keyboard,2124.62,France
CUST01309,22,Female,Smartwatch,649.17,Japan
CUST01310,59,Unspecified,Speaker,1506.84,France
CUST01311,66,Female,Tablet,2045.02,Canada
CUST01312,28,Female,Smartwatch,879.31,USA
CUST01313,68,Male,Speaker,2866.31,Australia
CUST01314,73,Male,Camera,229.88,USA
CUST01315,73,Unspecified,Mouse,1558.09,South Africa
CUST01316,35,Male,Mouse,2445.1,UK
CUST01317,68,Female,Monitor,50.45,Australia
CUST01318,75,Unspecified,Headphones,2925.52,Germany
CUST01319,20,Female,Monitor,1329.25,South Africa
CUST01320,62,Female,Laptop,1332.15,Japan
CUST01321,37,Male,Smartwatch,1943.57,Brazil
CUST01322,28,Male,Monitor,2730.1,Brazil
CUST01323,79,Female,Mouse,1018.37,Australia
CUST01324,49,Unspecified,Speaker,291.5,Canada
CUST01325,39,Unspecified,Speaker,1534.99,France
CUST01326,66,Male,Mouse,2046.74,Brazil
CUST01327,31,Male,Headphones,1200.5,Canada
CUST01328,75,Female,Monitor,214.31,France
CUST01329,41,Male,Headphones,2813.83,Germany
CUST01330,61,Male,Monitor,2774.04,Brazil
CUST01331,51,Female,Tablet,2045.27,Australia
CUST01332,38,Female,Monitor,1695.74,Australia
CUST01333,48,Female,Smartphone,753.02,Canada
CUST01334,53,Unspecified,Monitor,1699.17,USA
CUST01335,44,Unspecified,Tablet,438.1,USA
CUST01336,61,Female,Smartphone,293.21,India
CUST01337,55,Unspecified,Camera,2754.21,USA
CUST01338,58,Female,Mouse,652.45,Germany
CUST01339,77,Female,Smartwatch,281.03,Brazil
CUST01340,55,Unspecified,Smartphone,1566.28,USA
CUST01341,49,Female,Smartphone,735.92,Germany
CUST01342,77,Unspecified,Mouse,1533.53,Australia
CUST01343,28,Male,Laptop,1792.64,Canada
CUST01344,64,Male,Camera,1328.96,USA
CUST01345,72,Female,Keyboard,2945.06,Brazil
CUST01346,64,Unspecified,Keyboard,2838.85,South Africa
CUST01347,31,Unspecified,Headphones,1311.14,India
CUST01348,46,Male,Keyboard,1960.39,USA
CUST01349,52,Male,Smartwatch,2227.06,USA
CUST01350,58,Female,Camera,2342.83,Germany
CUST01351,39,Unspecified,Tablet,2877.84,UK
CUST01352,31,Female,Laptop,327.92,Australia
CUST01353,32,Unspecified,Keyboard,2613.4,Japan
CUST01354,73,Unspecified,Monitor,246.88,France
CUST01355,60,Unspecified,Monitor,1430.24,UK
CUST01356,28,Unspecified,Mouse,209.0,UK
CUST01357,59,Unspecified,Speaker,2018.23,UK
CUST01358,53,Unspecified,Smartphone,1039.18,Germany
CUST01359,78,Male,Smartphone,2101.91,Germany
CUST01360,59,Male,Keyboard,2165.5,South Africa
CUST01361,28,Female,Keyboard,748.58,Japan
CUST01362,20,Male,Smartphone,2137.87,Germany
CUST01363,21,Unspecified,Speaker,362.61,UK
CUST01364,32,Unspecified,Mouse,2722.04,France
CUST01365,52,Unspecified,Smartwatch,2143.15,USA
CUST01366,78,Male,Headphones,1985.67,India
CUST01367,20,Male,Camera,1994.23,Germany
CUST01368,57,Male,Smartphone,771.2,France
CUST01369,28,Female,Camera,707.98,South Africa
CUST01370,20,Female,Smartwatch,2032.56,Japan
CUST01371,78,Female,Speaker,2235.25,India
CUST01372,79,Female,Monitor,2093.2,India
CUST01373,40,Unspecified,Speaker,1024.55,Germany
CUST01374,50,Unspecified,Headphones,1835.18,Australia
CUST01375,38,Unspecified,Smartwatch,2185.34,USA
CUST01376,22,Female,Headphones,793.55,Australia
CUST01377,35,Unspecified,Tablet,461.29,Canada
CUST01378,53,Male,Keyboard,1167.87,Germany
CUST01379,23,Unspecified,Smartphone,1876.91,France
CUST01380,63,Unspecified,Speaker,549.27,Germany
CUST01381,21,Male,Smartphone,1722.72,Japan
CUST01382,37,Male,Smartwatch,599.09,Canada
CUST01383,28,Unspecified,Keyboard,2829.29,France
CUST01384,18,Unspecified,Monitor,2527.7,South Africa
CUST01385,78,Female,Speaker,2036.52,France
CUST01386,26,Male,Smartwatch,1280.15,France
CUST01387,68,Unspecified,Camera,2379.83,Canada
CUST01388,76,Male,Camera,2574.09,USA
CUST01389,31,Male,Keyboard,1105.28,Japan
CUST01390,43,Unspecified,Smartphone,89.83,Germany
CUST01391,44,Male,Monitor,866.57,Japan
CUST01392,64,Male,Headphones,2971.82,Germany
CUST01393,61,Male,Laptop,2599.02,France
CUST01394,28,Male,Speaker,814.58,Australia
CUST01395,23,Female,Mouse,589.29,Japan
CUST01396,24,Male,Mouse,2010.43,UK
CUST01397,75,Male,Monitor,2964.47,Germany
CUST01398,69,Unspecified,Keyboard,569.47,Japan
CUST01399,80,Male,Laptop,326.57,France
CUST01400,44,Female,Smartwatch,2018.19,Brazil
CUST01401,48,Male,Mouse,902.83,France
CUST01402,28,Unspecified,Monitor,1522.38,South Africa
CUST01403,71,Unspecified,Keyboard,363.86,France
CUST01404,47,Male,Smartwatch,2187.36,USA
CUST01405,66,Female,Smartphone,2231.46,Japan
CUST01406,27,Male,Laptop,1777.44,Japan
CUST01407,50,Male,Mouse,2739.87,Germany
CUST01408,73,Unspecified,Mouse,2111.69,Australia
CUST01409,59,Male,Tablet,1038.02,France
CUST01410,33,Female,Headphones,1475.71,France
CUST01411,33,Female,Tablet,747.16,Germany
CUST01412,80,Female,Mouse,2030.69,Brazil
CUST01413,25,Unspecified,Mouse,1474.19,France
CUST01414,34,Male,Speaker,1510.99,France
CUST01415,48,Male,Laptop,599.29,Germany
CUST01416,40,Male,Mouse,2077.68,France
CUST01417,42,Female,Speaker,2851.31,Japan
CUST01418,37,Female,Keyboard,1198.92,India
CUST01419,36,Female,Smartwatch,279.1,France
CUST01420,62,Unspecified,Monitor,610.85,India
CUST01421,76,Male,Monitor,2554.35,France
CUST01422,50,Male,Camera,1656.55,USA
CUST01423,36,Male,Headphones,1315.12,France
CUST01424,19,Unspecified,Smartwatch,474.5,Australia
CUST01425,70,Male,Keyboard,1632.75,USA
CUST01426,40,Male,Camera,307.71,India
CUST01427,61,Male,Smartwatch,2233.25,UK
CUST01428,34,Unspecified,Camera,2348.4,Australia
CUST01429,42,Male,Monitor,754.71,Canada
CUST01430,79,Female,Monitor,1485.24,Australia
CUST01431,49,Unspecified,Smartphone,2785.26,UK
CUST01432,30,Unspecified,Tablet,1781.91,UK
CUST01433,59,Female,Smartphone,48.75,Canada
CUST01434,22,Female,Keyboard,2539.67,South Africa
CUST01435,61,Male,Smartphone,224.53,Canada
CUST01436,22,Unspecified,Speaker,694.79,USA
CUST01437,23,Unspecified,Smartwatch,633.42,UK
CUST01438,56,Unspecified,Speaker,962.06,France
CUST01439,76,Unspecified,Keyboard,1737.31,Germany
CUST01440,62,Female,Monitor,118.34,Japan
CUST01441,79,Male,Laptop,315.64,USA
CUST01442,20,Male,Smartwatch,235.9,Germany
CUST01443,44,Female,Mouse,82.31,USA
CUST01444,77,Male,Laptop,982.86,Brazil
CUST01445,34,Unspecified,Smartphone,1284.34,Canada
CUST01446,43,Male,Monitor,987.92,Japan
CUST01447,56,Unspecified,Laptop,831.68,India
CUST01448,73,Female,Speaker,176.39,Australia
CUST01449,51,Male,Camera,1693.0,Canada
CUST01450,19,Female,Keyboard,2828.81,Australia
CUST01451,51,Male,Headphones,408.7,UK
CUST01452,31,Female,Smartphone,401.79,Brazil
CUST01453,43,Female,Laptop,2969.83,Australia
CUST01454,44,Female,Camera,1617.19,USA
CUST01455,55,Male,Headphones,1138.66,Germany
CUST01456,33,Unspecified,Headphones,2184.24,Canada
CUST01457,62,Male,Tablet,1450.33,South Africa
CUST01458,68,Female,Monitor,385.02,Australia
CUST01459,60,Unspecified,Camera,1773.53,India
CUST01460,43,Male,Headphones,1350.46,France
CUST01461,68,Male,Keyboard,604.62,USA
CUST01462,80,Male,Tablet,1551.41,Brazil
CUST01463,50,Unspecified,Smartphone,1017.85,Canada
CUST01464,32,Female,Mouse,1790.13,Brazil
CUST01465,20,Unspecified,Tablet,230.72,Japan
CUST01466,37,Female,Monitor,1440.17,Australia
CUST01467,70,Unspecified,Mouse,984.53,Brazil
CUST01468,77,Unspecified,Headphones,494.44,Australia
CUST01469,36,Male,Laptop,405.9,Germany
CUST01470,43,Unspecified,Camera,1412.12,South Africa
CUST01471,54,Male,Speaker,377.06,India
CUST01472,70,Male,Mouse,2786.01,Canada
CUST01473,31,Female,Camera,1107.47,Canada
CUST01474,51,Unspecified,Camera,1844.63,UK
CUST01475,63,Male,Speaker,941.86,Germany
CUST01476,59,Unspecified,Monitor,2634.68,France
CUST01477,74,Female,Keyboard,1712.32,USA
CUST01478,38,Unspecified,Headphones,379.12,Japan
CUST01479,68,Female,Smartphone,1314.09,USA
CUST01480,28,Unspecified,Mouse,2817.5,USA
CUST01481,77,Male,Camera,971.39,Canada
CUST01482,70,Female,Headphones,1945.42,South Africa
CUST01483,66,Male,Camera,1359.73,Germany
CUST01484,55,Female,Laptop,2293.95,UK
CUST01485,60,Male,Monitor,1975.17,South Africa
CUST01486,75,Unspecified,Tablet,759.12,France
CUST01487,51,Female,Tablet,2663.15,Canada
CUST01488,56,Unspecified,Speaker,2809.25,India
CUST01489,68,Male,Keyboard,880.05,France
CUST01490,34,Female,Monitor,1003.41,France
CUST01491,50,Unspecified,Smartphone,367.21,UK
CUST01492,49,Unspecified,Headphones,931.68,Japan
CUST01493,21,Female,Headphones,2814.7,India
CUST01494,46,Unspecified,Monitor,2865.72,India
CUST01495,71,Unspecified,Mouse,1508.7,Brazil
CUST01496,51,Female,Mouse,2343.79,South Africa
CUST01497,19,Unspecified,Tablet,1818.5,Brazil
CUST01498,73,Unspecified,Camera,2513.91,France
CUST01499,60,Male,Keyboard,2358.4,UK
CUST01500,75,Female,Keyboard,1157.62,Australia
CUST01501,19,Male,Tablet,1514.11,Australia
CUST01502,27,Female,Camera,116.28,France
CUST01503,20,Female,Camera,2919.46,Australia
CUST01504,77,Unspecified,Keyboard,353.52,India
CUST01505,77,Male,Smartphone,1006.53,India
CUST01506,35,Female,Monitor,2253.74,France
CUST01507,53,Male,Mouse,403.55,Japan
CUST01508,32,Female,Smartphone,2214.35,India
CUST01509,41,Unspecified,Laptop,902.25,Japan
CUST01510,80,Male,Mouse,793.32,Australia
CUST01511,32,Male,Laptop,536.07,Germany
CUST01512,57,Male,Tablet,2682.65,Germany
CUST01513,21,Unspecified,Tablet,680.63,South Africa
CUST01514,45,Female,Keyboard,713.37,Germany
CUST01515,74,Male,Smartphone,2207.64,Brazil
CUST01516,18,Female,Tablet,2494.19,Canada
CUST01517,56,Female,Smartphone,1963.3,South Africa
CUST01518,24,Male,Keyboard,1681.88,France
CUST01519,64,Female,Laptop,134.98,India
CUST01520,21,Male,Speaker,2380.81,India
CUST01521,40,Male,Headphones,2674.7,South Africa
CUST01522,61,Female,Keyboard,1081.12,Australia
CUST01523,31,Unspecified,Monitor,2284.74,Japan
CUST01524,30,Male,Smartwatch,245.67,Japan
CUST01525,79,Unspecified,Smartwatch,1186.95,Germany
CUST01526,19,Female,Speaker,2115.26,USA
CUST01527,27,Unspecified,Camera,908.21,Canada
CUST01528,56,Female,Tablet,1214.5,Australia
CUST01529,70,Male,Smartwatch,171.66,Japan
CUST01530,33,Male,Headphones,1742.61,Germany
CUST01531,41,Male,Laptop,2583.14,Japan
CUST01532,23,Unspecified,Mouse,1287.73,Canada
CUST01533,53,Male,Mouse,365.98,India
CUST01534,39,Male,Speaker,983.51,South Africa
CUST01535,47,Unspecified,Smartwatch,50.43,USA
CUST01536,39,Male,Smartphone,1838.21,Australia
CUST01537,72,Female,Monitor,2036.78,Germany
CUST01538,48,Female,Headphones,2034.9,Canada
CUST01539,18,Unspecified,Headphones,2737.69,USA
CUST01540,45,Male,Tablet,1376.6,UK
CUST01541,37,Male,Monitor,1367.29,Australia
CUST01542,75,Unspecified,Headphones,872.97,Canada
CUST01543,53,Unspecified,Speaker,2793.56,Brazil
CUST01544,77,Male,Smartphone,1360.01,Brazil
CUST01545,66,Female,Tablet,217.51,Australia
CUST01546,21,Unspecified,Monitor,2421.31,Canada
CUST01547,68,Unspecified,Mouse,837.41,Japan
CUST01548,51,Female,Laptop,283.23,Brazil
CUST01549,49,Male,Headphones,1637.87,Germany
CUST01550,59,Unspecified,Tablet,956.63,USA
CUST01551,76,Unspecified,Camera,581.78,Canada
CUST01552,73,Male,Keyboard,2898.95,India
CUST01553,76,Unspecified,Smartwatch,1892.06,Australia
CUST01554,22,Female,Speaker,2049.68,South Africa
CUST01555,18,Female,Laptop,2062.57,Japan
CUST01556,72,Male,Smartphone,1501.58,Germany
CUST01557,65,Male,Headphones,1179.5,South Africa
CUST01558,72,Male,Monitor,2133.92,Germany
CUST01559,34,Male,Speaker,2123.09,UK
CUST01560,61,Male,Headphones,2975.16,Australia
CUST01561,63,Unspecified,Mouse,1242.8,Brazil
CUST01562,73,Male,Tablet,985.88,Canada
CUST01563,56,Unspecified,Headphones,2886.23,Germany
CUST01564,39,Female,Tablet,2809.13,USA
CUST01565,23,Female,Laptop,1843.36,Brazil
CUST01566,80,Unspecified,Monitor,2515.35,France
CUST01567,79,Unspecified,Headphones,1174.78,Brazil
CUST01568,18,Unspecified,Mouse,1629.72,Canada
CUST01569,47,Female,Smartphone,1933.93,India
CUST01570,76,Unspecified,Camera,836.39,Australia
CUST01571,34,Unspecified,Monitor,1179.49,Brazil
CUST01572,18,Male,Speaker,873.3,Germany
CUST01573,42,Male,Smartwatch,2695.98,UK
CUST01574,76,Female,Keyboard,165.62,Germany
CUST01575,22,Male,Tablet,362.25,Brazil
CUST01576,27,Female,Mouse,1864.27,Canada
CUST01577,70,Male,Laptop,1490.68,Canada
CUST01578,41,Male,Monitor,2844.45,France
CUST01579,46,Female,Keyboard,2606.17,India
CUST01580,41,Male,Headphones,2930.74,South Africa
CUST01581,58,Female,Speaker,404.22,India
CUST01582,66,Unspecified,Monitor,1387.97,France
CUST01583,79,Female,Mouse,2233.74,Japan
CUST01584,64,Unspecified,Camera,2078.21,UK
CUST01585,71,Unspecified,Mouse,386.93,Japan
CUST01586,57,Female,Keyboard,1056.76,South Africa
CUST01587,44,Female,Camera,369.19,UK
CUST01588,27,Female,Monitor,986.59,UK
CUST01589,66,Unspecified,Monitor,1935.68,Germany
CUST01590,42,Female,Mouse,813.07,South Africa
CUST01591,42,Unspecified,Smartphone,124.18,USA
CUST01592,33,Male,Keyboard,1779.96,Canada
CUST01593,18,Unspecified,Smartwatch,1983.71,Germany
CUST01594,46,Male,Smartphone,2805.38,Canada
CUST01595,35,Female,Laptop,1754.7,Australia
CUST01596,63,Male,Camera,1593.6,Japan
CUST01597,44,Female,Camera,2697.68,South Africa
CUST01598,63,Male,Headphones,1084.37,UK
CUST01599,48,Female,Headphones,1770.76,USA
CUST01600,65,Female,Speaker,2681.59,India
CUST01601,76,Male,Smartphone,857.81,Japan
CUST01602,51,Female,Mouse,407.26,Brazil
CUST01603,40,Female,Monitor,28.02,South Africa
CUST01604,75,Female,Smartphone,399.8,Brazil
CUST01605,33,Male,Smartwatch,1706.73,USA
CUST01606,59,Male,Headphones,800.51,South Africa
CUST01607,22,Female,Smartwatch,1296.91,Australia
CUST01608,74,Unspecified,Keyboard,2573.24,South Africa
CUST01609,79,Female,Speaker,2905.48,Germany
CUST01610,53,Female,Speaker,230.62,Brazil
CUST01611,37,Female,Headphones,1054.83,Canada
CUST01612,49,Female,Headphones,2769.54,Canada
CUST01613,44,Female,Monitor,402.8,Germany
CUST01614,74,Male,Smartphone,2901.3,USA
CUST01615,62,Female,Camera,152.92,Germany
CUST01616,39,Male,Monitor,1967.93,Japan
CUST01617,24,Female,Headphones,518.18,USA
CUST01618,25,Unspecified,Headphones,1519.69,South Africa
CUST01619,39,Unspecified,Smartphone,2223.93,South Africa
CUST01620,21,Unspecified,Smartwatch,1682.63,Brazil
CUST01621,74,Female,Speaker,267.59,USA
CUST01622,39,Female,Camera,2125.57,India
CUST01623,31,Male,Camera,1270.58,Canada
CUST01624,28,Female,Speaker,2113.53,South Africa
CUST01625,68,Male,Speaker,1356.42,Brazil
CUST01626,45,Male,Smartphone,1963.94,Australia
CUST01627,75,Female,Speaker,2578.24,Germany
CUST01628,45,Female,Tablet,2455.56,Brazil
CUST01629,33,Unspecified,Headphones,1031.26,Brazil
CUST01630,73,Unspecified,Smartphone,2555.37,Australia
CUST01631,31,Female,Monitor,2006.39,Germany
CUST01632,55,Male,Smartphone,924.76,Brazil
CUST01633,61,Female,Speaker,1977.63,Brazil
CUST01634,61,Male,Smartwatch,827.46,UK
CUST01635,54,Unspecified,Tablet,929.31,Germany
CUST01636,22,Unspecified,Keyboard,2856.48,India
CUST01637,36,Male,Smartphone,417.04,Canada
CUST01638,76,Unspecified,Smartwatch,2432.69,Germany
CUST01639,69,Male,Smartwatch,428.36,Canada
CUST01640,44,Male,Camera,1602.02,France
CUST01641,25,Unspecified,Speaker,2204.98,USA
CUST01642,31,Female,Headphones,1066.77,Germany
CUST01643,23,Unspecified,Monitor,339.7,Australia
CUST01644,71,Unspecified,Speaker,109.03,USA
CUST01645,56,Female,Speaker,572.47,South Africa
CUST01646,53,Unspecified,Smartwatch,2374.46,South Africa
CUST01647,31,Female,Mouse,1953.2,South Africa
CUST01648,57,Unspecified,Smartphone,1381.72,Australia
CUST01649,25,Female,Smartphone,2786.78,India
CUST01650,72,Unspecified,Speaker,227.52,Canada
CUST01651,24,Female,Camera,1724.2,UK
CUST01652,67,Male,Smartphone,142.39,Japan
CUST01653,26,Unspecified,Mouse,2451.84,India
CUST01654,63,Male,Mouse,1342.03,Australia
CUST01655,56,Male,Headphones,1626.64,France
CUST01656,44,Female,Camera,309.53,Japan
CUST01657,76,Female,Smartphone,2327.06,UK
CUST01658,22,Unspecified,Smartwatch,1118.05,South Africa
CUST01659,80,Unspecified,Smartwatch,971.58,Canada
CUST01660,53,Female,Speaker,1331.15,South Africa
CUST01661,38,Male,Smartphone,478.07,South Africa
CUST01662,59,Unspecified,Keyboard,893.17,France
CUST01663,77,Unspecified,Speaker,1032.34,India
CUST01664,75,Male,Keyboard,2056.9,Japan
CUST01665,42,Unspecified,Smartwatch,2918.33,Germany
CUST01666,33,Unspecified,Speaker,905.19,Japan
CUST01667,19,Female,Smartphone,2007.61,Germany
CUST01668,74,Male,Keyboard,1030.66,Australia
CUST01669,72,Male,Headphones,2658.92,UK
CUST01670,54,Female,Speaker,1398.43,South Africa
CUST01671,18,Male,Headphones,2304.95,India
CUST01672,77,Male,Mouse,1534.29,South Africa
CUST01673,68,Male,Speaker,1601.81,India
CUST01674,68,Male,Headphones,2283.41,France
CUST01675,32,Female,Tablet,2862.56,France
CUST01676,67,Female,Headphones,1093.11,France
CUST01677,76,Female,Headphones,2294.14,USA
CUST01678,26,Female,Smartwatch,1513.89,South Africa
CUST01679,75,Male,Smartwatch,1203.67,France
CUST01680,34,Male,Headphones,2730.36,Japan
CUST01681,27,Unspecified,Mouse,2824.62,USA
CUST01682,79,Unspecified,Laptop,631.59,Australia
CUST01683,27,Male,Laptop,623.8,South Africa
CUST01684,23,Unspecified,Smartwatch,2961.73,Japan
CUST01685,49,Female,Mouse,940.64,Canada
CUST01686,36,Female,Smartphone,1261.21,UK
CUST01687,58,Male,Headphones,2536.54,India
CUST01688,60,Male,Camera,65.37,France
CUST01689,24,Unspecified,Laptop,1907.12,UK
CUST01690,60,Female,Keyboard,91.46,India
CUST01691,24,Unspecified,Smartwatch,2810.1,Japan
CUST01692,56,Unspecified,Monitor,2419.9,Brazil
CUST01693,70,Female,Monitor,2849.41,Australia
CUST01694,60,Female,Smartwatch,552.55,India
CUST01695,47,Male,Headphones,1666.64,USA
CUST01696,47,Female,Mouse,249.91,UK
CUST01697,66,Female,Keyboard,1750.16,UK
CUST01698,73,Unspecified,Smartphone,2059.03,Canada
CUST01699,64,Unspecified,Headphones,2781.57,France
CUST01700,59,Male,Camera,2830.3,India
CUST01701,33,Unspecified,Headphones,241.11,South Africa
CUST01702,57,Male,Tablet,2325.59,India
CUST01703,72,Male,Mouse,883.81,UK
CUST01704,63,Unspecified,Tablet,996.77,USA
CUST01705,65,Male,Smartwatch,1884.78,South Africa
CUST01706,36,Unspecified,Laptop,605.58,India
CUST01707,23,Unspecified,Smartwatch,2811.1,Germany
CUST01708,53,Male,Tablet,721.74,UK
CUST01709,25,Unspecified,Tablet,768.85,Germany
CUST01710,32,Unspecified,Monitor,935.82,Australia
CUST01711,22,Male,Headphones,1001.49,South Africa
CUST01712,62,Female,Smartphone,1523.5,Australia
CUST01713,36,Unspecified,Monitor,807.43,France
CUST01714,75,Male,Camera,2641.95,Germany
CUST01715,33,Unspecified,Keyboard,1467.22,Canada
CUST01716,63,Unspecified,Keyboard,1569.98,Canada
CUST01717,74,Female,Camera,1701.65,Australia
CUST01718,45,Female,Keyboard,1343.63,USA
CUST01719,69,Female,Monitor,52.44,USA
CUST01720,35,Male,Monitor,1017.67,India
CUST01721,68,Female,Smartwatch,308.79,Japan
CUST01722,52,Female,Smartwatch,384.84,India
CUST01723,43,Male,Smartwatch,751.66,Japan
CUST01724,21,Male,Smartwatch,2355.68,Japan
CUST01725,35,Female,Tablet,2055.75,India
CUST01726,68,Male,Headphones,2824.71,Australia
CUST01727,62,Unspecified,Tablet,163.95,South Africa
CUST01728,62,Unspecified,Headphones,2830.03,Australia
CUST01729,45,Male,Monitor,1120.76,India
CUST01730,22,Unspecified,Keyboard,619.4,Germany
CUST01731,73,Unspecified,Camera,1429.91,France
CUST01732,64,Unspecified,Speaker,832.15,India
CUST01733,67,Unspecified,Smartwatch,2226.95,Brazil
CUST01734,80,Female,Mouse,661.72,Brazil
CUST01735,44,Male,Speaker,1904.34,France
CUST01736,60,Female,Laptop,424.89,France
CUST01737,49,Male,Keyboard,354.79,South Africa
CUST01738,20,Female,Speaker,2936.34,USA
CUST01739,40,Female,Laptop,1013.43,Australia
CUST01740,25,Unspecified,Speaker,2492.21,India
CUST01741,29,Unspecified,Headphones,349.92,South Africa
CUST01742,42,Male,Mouse,1528.35,France
CUST01743,23,Female,Headphones,2133.32,USA
CUST01744,65,Female,Smartphone,1955.27,Germany
CUST01745,22,Female,Keyboard,2680.53,Japan
CUST01746,73,Male,Smartwatch,2241.67,France
CUST01747,42,Female,Laptop,2970.38,Germany
CUST01748,71,Unspecified,Laptop,1714.44,India
CUST01749,32,Male,Tablet,2743.9,Japan
CUST01750,25,Female,Camera,2335.81,South Africa
CUST01751,57,Female,Laptop,784.89,Germany
CUST01752,32,Unspecified,Mouse,705.62,South Africa
CUST01753,74,Female,Monitor,386.19,UK
CUST01754,21,Male,Mouse,196.91,Canada
CUST01755,30,Male,Smartphone,2315.04,India
